return_id,order_id,product_id,market_id,customer_id,return_date,return_quantity,return_reason,return_type,refund_amount_usd,return_shipping_cost_usd,net_loss_usd,processing_status,days_to_return,is_first_return,return_month,return_year
21826,101784,P040,M14,C0128,2024-03-22,3,Wrong Product Shipped,Partial Return,189.72,7.97,197.69,Refund Denied,54,Y,3,2024
21827,271881,P028,M06,C0221,2023-07-09,13,Customer Changed Mind,Full Return,290.16,21.07,311.23,Refund Processed,18,Y,7,2023
21828,15299,P025,M02,C0032,2024-07-18,3,Damaged in Transit,Full Return,79.2,4.99,84.19,Refund Processed,49,Y,7,2024
21829,93265,P021,M03,C0295,2023-05-31,3,Not As Described,Full Return,50.22,2.88,53.1,Refund Processed,17,Y,5,2023
21830,309162,P008,M12,C0170,2022-02-23,14,Damaged in Transit,Full Return,196.0,9.17,205.17,Refund Processed,20,Y,2,2022
21831,392786,P017,M07,C0270,2023-11-10,5,Damaged in Transit,Full Return,80.0,6.29,86.29,Refund Processed,37,Y,11,2023
21832,317534,P035,M06,C0146,2024-03-25,4,Wrong Product Shipped,Full Return,68.0,5.3,73.3,Refund Processed,47,Y,3,2024
21833,44336,P029,M02,C0253,2022-05-20,4,Customer Changed Mind,Partial Return,83.6,3.6,87.2,Refund Processed,31,N,5,2022
21834,445860,P019,M01,C0067,2022-02-09,3,Damaged in Transit,Partial Return,73.5,6.05,79.55,Refund Denied,34,Y,2,2022
21835,446742,P013,M02,C0031,2022-11-05,13,Quality Below Expectation,Full Return,254.8,21.18,275.98,Pending Investigation,48,Y,11,2022
21836,179828,P005,M12,C0155,2023-08-25,3,Quality Below Expectation,Full Return,74.1,3.82,77.92,Refund Processed,35,Y,8,2023
21837,154088,P038,M02,C0025,2023-07-11,5,Customer Changed Mind,Full Return,121.25,7.39,128.64,Replacement Sent,39,N,7,2023
21838,267159,P006,M02,C0099,2024-05-25,3,Wrong Product Shipped,Full Return,47.04,4.25,51.29,Refund Processed,44,N,5,2024
21839,191975,P004,M01,C0115,2023-11-29,17,Customer Changed Mind,Partial Return,299.88,24.71,324.59,Refund Denied,31,Y,11,2023
21840,494182,P024,M06,C0143,2023-07-02,3,Damaged in Transit,Full Return,84.48,4.86,89.34,Refund Processed,29,N,7,2023
21841,253414,P026,M07,C0167,2022-12-02,9,Customer Changed Mind,Partial Return,504.0,39.8,543.8,Refund Processed,12,N,12,2022
21842,427898,P036,M01,C0064,2023-12-17,7,Damaged in Transit,Full Return,138.6,7.82,146.42,Refund Denied,12,N,12,2023
21843,284915,P029,M02,C0045,2023-08-16,8,Customer Changed Mind,Partial Return,167.2,7.75,174.95,Pending Investigation,44,Y,8,2023
21844,204134,P004,M03,C0179,2024-08-29,6,Packaging Damaged,Partial Return,102.6,6.16,108.76,Refund Processed,48,Y,8,2024
21845,22398,P011,M06,C0272,2023-02-02,3,Quality Below Expectation,Partial Return,139.68,11.91,151.59,Replacement Sent,54,Y,2,2023
21846,304073,P028,M01,C0259,2022-03-27,23,Packaging Damaged,Full Return,540.96,41.69,582.65,Refund Processed,42,Y,3,2022
21847,155424,P006,M15,C0139,2023-06-18,8,Quality Below Expectation,Full Return,115.2,6.6,121.8,Refund Processed,47,Y,6,2023
21848,366292,P017,M04,C0086,2022-03-23,6,Damaged in Transit,Partial Return,89.28,4.01,93.29,Refund Processed,35,N,3,2022
21849,29862,P018,M18,C0203,2025-01-28,14,Damaged in Transit,Full Return,160.16,7.32,167.48,Refund Processed,41,N,1,2025
21850,196093,P004,M06,C0233,2022-07-13,10,Wrong Product Shipped,Exchange,171.0,15.18,186.18,Replacement Sent,13,N,7,2022
21851,261879,P029,M02,C0259,2022-10-10,9,Customer Changed Mind,Partial Return,188.1,13.89,201.99,Refund Processed,36,Y,10,2022
21852,362426,P010,M01,C0104,2024-12-01,8,Customs Rejected,Full Return,297.92,22.66,320.58,Refund Denied,26,Y,12,2024
21853,196606,P022,M02,C0255,2024-08-24,4,Wrong Product Shipped,Full Return,64.0,2.78,66.78,Refund Processed,13,Y,8,2024
21854,183496,P002,M03,C0274,2024-05-27,12,Wrong Product Shipped,Full Return,223.2,18.1,241.3,Under Review,22,Y,5,2024
21855,420021,P015,M07,C0166,2024-07-03,21,Customer Changed Mind,Partial Return,339.15,26.77,365.92,Refund Processed,40,Y,7,2024
21856,436439,P011,M07,C0134,2024-07-24,9,Packaging Damaged,Partial Return,432.0,41.68,473.68,Pending Investigation,24,N,7,2024
21857,331570,P034,M02,C0197,2024-05-31,5,Wrong Product Shipped,Full Return,88.2,5.19,93.39,Refund Processed,25,Y,5,2024
21858,3577,P027,M16,C0211,2024-04-09,14,Wrong Product Shipped,Partial Return,475.3,21.59,496.89,Refund Processed,35,N,4,2024
21859,324575,P008,M06,C0285,2024-04-04,4,Customs Rejected,Full Return,54.88,4.76,59.64,Refund Processed,17,Y,4,2024
21860,463866,P035,M06,C0008,2024-08-22,3,Not As Described,Full Return,49.47,2.24,51.71,Refund Processed,13,Y,8,2024
21861,271396,P021,M03,C0255,2023-06-26,5,Customer Changed Mind,Partial Return,90.0,5.82,95.82,Refund Denied,24,Y,6,2023
21862,380566,P039,M16,C0183,2024-05-23,22,Damaged in Transit,Full Return,981.64,58.63,1040.27,Refund Processed,14,N,5,2024
21863,50753,P030,M15,C0190,2023-12-15,8,Damaged in Transit,Full Return,117.6,9.95,127.55,Refund Processed,39,Y,12,2023
21864,62602,P006,M01,C0091,2023-05-01,4,Wrong Product Shipped,Full Return,60.8,4.26,65.06,Refund Processed,44,Y,5,2023
21865,298704,P024,M05,C0051,2023-06-01,4,Damaged in Transit,Full Return,121.6,5.99,127.59,Refund Denied,39,Y,6,2023
21866,421518,P004,M06,C0120,2022-01-29,18,Packaging Damaged,Full Return,317.52,31.14,348.66,Refund Processed,16,N,1,2022
21867,283056,P022,M01,C0178,2023-12-20,14,Damaged in Transit,Full Return,224.0,22.11,246.11,Under Review,9,Y,12,2023
21868,270898,P039,M03,C0206,2024-04-27,8,Damaged in Transit,Partial Return,342.24,22.2,364.44,Under Review,25,Y,4,2024
21869,2299,P011,M02,C0045,2024-09-08,4,Quality Below Expectation,Full Return,178.56,7.6,186.16,Refund Processed,54,Y,9,2024
21870,228077,P010,M01,C0097,2024-06-07,8,Customs Rejected,Partial Return,297.92,28.31,326.23,Pending Investigation,22,Y,6,2024
21871,456325,P033,M02,C0147,2024-06-05,5,Damaged in Transit,Full Return,114.0,8.88,122.88,Refund Processed,30,Y,6,2024
21872,71893,P008,M06,C0254,2024-07-05,5,Wrong Product Shipped,Full Return,67.9,4.92,72.82,Pending Investigation,16,Y,7,2024
21873,143535,P020,M01,C0166,2022-06-09,5,Damaged in Transit,Partial Return,96.8,4.28,101.08,Refund Denied,23,Y,6,2022
21874,160962,P036,M10,C0021,2024-01-21,20,Customer Changed Mind,Exchange,431.2,42.87,474.07,Refund Processed,41,N,1,2024
21875,84849,P034,M02,C0271,2023-12-25,24,Damaged in Transit,Full Return,423.36,34.77,458.13,Refund Processed,24,Y,12,2023
21876,168428,P039,M16,C0045,2023-02-12,6,Not As Described,Partial Return,270.48,15.15,285.63,Under Review,27,Y,2,2023
21877,380698,P029,M02,C0105,2024-06-17,19,Packaging Damaged,Exchange,418.0,34.84,452.84,Refund Processed,38,Y,6,2024
21878,322074,P022,M03,C0042,2022-10-07,9,Damaged in Transit,Exchange,144.0,13.9,157.9,Replacement Sent,13,N,10,2022
21879,68617,P015,M17,C0128,2024-02-14,9,Damaged in Transit,Full Return,153.0,14.13,167.13,Refund Denied,18,N,2,2024
21880,218214,P014,M12,C0298,2024-12-15,7,Quality Below Expectation,Partial Return,147.84,14.23,162.07,Pending Investigation,24,N,12,2024
21881,363364,P033,M12,C0052,2022-12-04,4,Quality Below Expectation,Exchange,96.0,5.4,101.4,Refund Processed,21,Y,12,2022
21882,416373,P039,M07,C0187,2023-12-12,35,Damaged in Transit,Full Return,1449.0,117.97,1566.97,Pending Investigation,8,N,12,2023
21883,289357,P002,M01,C0018,2024-06-08,7,Damaged in Transit,Full Return,133.0,13.01,146.01,Pending Investigation,53,Y,6,2024
21884,386049,P001,M07,C0257,2023-01-10,8,Customer Changed Mind,Full Return,120.0,11.25,131.25,Refund Processed,27,Y,1,2023
21885,130426,P025,M07,C0258,2023-01-01,5,Not As Described,Full Return,147.0,12.83,159.83,Refund Denied,26,Y,1,2023
21886,349400,P005,M07,C0116,2024-12-13,12,Packaging Damaged,Full Return,296.4,28.96,325.36,Refund Processed,13,N,12,2024
21887,288352,P032,M01,C0112,2023-10-07,36,Customs Rejected,Exchange,1152.36,63.73,1216.09,Pending Investigation,8,N,10,2023
21888,298725,P017,M15,C0287,2023-11-13,8,Quality Below Expectation,Partial Return,121.6,5.85,127.45,Refund Processed,48,Y,11,2023
21889,472857,P004,M16,C0221,2024-12-08,6,Wrong Product Shipped,Full Return,108.0,10.73,118.73,Refund Processed,27,N,12,2024
21890,321692,P027,M06,C0144,2024-08-25,11,Quality Below Expectation,Partial Return,385.0,20.55,405.55,Refund Processed,10,Y,8,2024
21891,160980,P001,M05,C0147,2023-02-22,8,Damaged in Transit,Full Return,111.6,9.24,120.84,Refund Processed,40,Y,2,2023
21892,114885,P024,M01,C0285,2024-10-15,5,Damaged in Transit,Full Return,155.2,13.62,168.82,Refund Processed,8,Y,10,2024
21893,357364,P038,M06,C0154,2024-06-17,5,Damaged in Transit,Partial Return,118.75,6.62,125.37,Replacement Sent,33,N,6,2024
21894,429018,P009,M03,C0129,2024-11-01,6,Wrong Product Shipped,Full Return,110.58,8.06,118.64,Pending Investigation,18,N,11,2024
21895,494765,P019,M20,C0211,2022-04-13,4,Wrong Product Shipped,Full Return,93.0,6.97,99.97,Under Review,14,Y,4,2022
21896,41363,P040,M01,C0180,2024-03-05,5,Damaged in Transit,Full Return,340.0,14.56,354.56,Refund Processed,30,N,3,2024
21897,253136,P004,M12,C0050,2022-07-29,6,Damaged in Transit,Full Return,100.44,7.82,108.26,Refund Denied,18,Y,7,2022
21898,235214,P018,M11,C0217,2023-09-21,5,Quality Below Expectation,Partial Return,60.45,5.72,66.17,Refund Processed,24,N,9,2023
21899,451994,P009,M06,C0026,2024-03-04,4,Damaged in Transit,Full Return,72.2,5.41,77.61,Refund Processed,37,Y,3,2024
21900,69960,P001,M12,C0269,2022-06-12,8,Damaged in Transit,Full Return,102.0,7.91,109.91,Refund Processed,22,N,6,2022
21901,400662,P032,M04,C0290,2022-12-28,4,Quality Below Expectation,Partial Return,129.36,12.29,141.65,Refund Processed,26,N,12,2022
21902,228846,P037,M02,C0113,2024-02-10,3,Customer Changed Mind,Full Return,34.92,2.34,37.26,Under Review,13,N,2,2024
21903,431418,P005,M01,C0230,2024-02-03,6,Customer Changed Mind,Full Return,148.2,13.66,161.86,Refund Processed,9,N,2,2024
21904,402103,P001,M06,C0015,2023-11-26,5,Quality Below Expectation,Partial Return,71.25,5.46,76.71,Refund Processed,35,Y,11,2023
21905,267777,P028,M20,C0158,2024-02-26,8,Customer Changed Mind,Full Return,178.56,16.68,195.24,Refund Processed,32,N,2,2024
21906,179269,P014,M09,C0171,2022-07-09,6,Quality Below Expectation,Exchange,136.8,12.04,148.84,Refund Processed,43,Y,7,2022
21907,485092,P011,M12,C0086,2022-02-11,13,Damaged in Transit,Partial Return,530.4,32.3,562.7,Under Review,36,Y,2,2022
21908,410856,P024,M01,C0157,2024-05-31,5,Damaged in Transit,Partial Return,148.8,6.7,155.5,Pending Investigation,23,Y,5,2024
21909,298572,P037,M01,C0123,2024-01-07,7,Damaged in Transit,Partial Return,79.8,6.64,86.44,Refund Processed,12,Y,1,2024
21910,119524,P032,M06,C0059,2024-06-15,24,Quality Below Expectation,Exchange,792.0,66.78,858.78,Refund Processed,35,N,6,2024
21911,190964,P022,M02,C0292,2022-10-21,8,Wrong Product Shipped,Exchange,119.04,11.88,130.92,Replacement Sent,32,N,10,2022
21912,245584,P011,M09,C0199,2022-04-04,12,Not As Described,Full Return,576.0,46.74,622.74,Replacement Sent,8,N,4,2022
21913,140709,P004,M02,C0208,2023-05-20,17,Packaging Damaged,Full Return,306.0,25.02,331.02,Refund Processed,33,Y,5,2023
21914,212257,P010,M01,C0091,2023-09-03,6,Quality Below Expectation,Full Return,221.16,19.86,241.02,Refund Denied,30,N,9,2023
21915,279146,P002,M02,C0178,2024-08-17,11,Customer Changed Mind,Partial Return,209.0,14.34,223.34,Refund Processed,10,N,8,2024
21916,192063,P038,M01,C0130,2022-08-10,3,Wrong Product Shipped,Partial Return,73.5,3.45,76.95,Refund Processed,20,Y,8,2022
21917,496575,P004,M03,C0034,2024-10-20,8,Quality Below Expectation,Partial Return,144.0,8.34,152.34,Replacement Sent,7,Y,10,2024
21918,38808,P017,M06,C0059,2024-11-29,6,Customs Rejected,Full Return,96.0,5.1,101.1,Refund Processed,29,Y,11,2024
21919,433158,P035,M02,C0085,2023-07-04,3,Quality Below Expectation,Partial Return,51.0,3.15,54.15,Replacement Sent,9,Y,7,2023
21920,422410,P019,M11,C0125,2023-03-08,19,Damaged in Transit,Partial Return,475.0,46.42,521.42,Refund Processed,49,Y,3,2023
21921,75836,P009,M05,C0130,2023-10-26,6,Customer Changed Mind,Partial Return,111.72,4.83,116.55,Pending Investigation,20,N,10,2023
21922,250475,P003,M14,C0219,2024-09-06,15,Packaging Damaged,Exchange,345.0,30.55,375.55,Refund Processed,18,Y,9,2024
21923,106765,P019,M01,C0060,2023-04-04,12,Customer Changed Mind,Exchange,300.0,15.94,315.94,Refund Processed,51,Y,4,2023
21924,308736,P029,M03,C0028,2022-04-25,14,Not As Described,Full Return,292.6,19.87,312.47,Refund Processed,16,Y,4,2022
21925,488126,P020,M01,C0012,2025-01-23,9,Wrong Product Shipped,Partial Return,198.0,18.6,216.6,Refund Processed,29,Y,1,2025
21926,428343,P024,M16,C0108,2023-03-10,3,Quality Below Expectation,Full Return,96.0,8.01,104.01,Refund Processed,31,N,3,2023
21927,189987,P029,M04,C0038,2022-10-08,15,Quality Below Expectation,Full Return,323.4,18.13,341.53,Refund Processed,8,N,10,2022
21928,80953,P030,M03,C0080,2023-07-24,17,Damaged in Transit,Partial Return,255.0,23.86,278.86,Refund Processed,19,Y,7,2023
21929,370713,P032,M01,C0131,2022-11-14,3,Damaged in Transit,Full Return,97.02,6.63,103.65,Pending Investigation,21,Y,11,2022
21930,297464,P020,M09,C0277,2024-10-12,16,Customs Rejected,Exchange,316.8,17.93,334.73,Refund Denied,52,N,10,2024
21931,365587,P015,M05,C0285,2024-10-03,4,Wrong Product Shipped,Exchange,61.2,4.39,65.59,Refund Processed,15,Y,10,2024
21932,229490,P027,M03,C0257,2022-05-14,7,Quality Below Expectation,Full Return,245.0,16.03,261.03,Refund Processed,7,N,5,2022
21933,457801,P022,M12,C0255,2023-03-04,3,Packaging Damaged,Full Return,46.56,2.63,49.19,Pending Investigation,29,Y,3,2023
21934,100817,P008,M03,C0085,2024-09-29,4,Damaged in Transit,Full Return,54.32,2.84,57.16,Refund Processed,12,N,9,2024
21935,420599,P010,M02,C0264,2022-09-28,3,Quality Below Expectation,Partial Return,102.6,7.97,110.57,Replacement Sent,45,Y,9,2022
21936,80024,P002,M02,C0243,2024-03-27,14,Quality Below Expectation,Partial Return,280.0,17.29,297.29,Refund Processed,42,Y,3,2024
21937,284538,P033,M15,C0062,2023-12-06,11,Not As Described,Full Return,237.6,10.52,248.12,Under Review,40,Y,12,2023
21938,434449,P019,M14,C0002,2023-03-26,15,Quality Below Expectation,Full Return,348.75,27.03,375.78,Under Review,19,Y,3,2023
21939,418987,P006,M03,C0300,2024-07-14,7,Damaged in Transit,Exchange,108.64,8.13,116.77,Refund Processed,21,N,7,2024
21940,375716,P032,M01,C0035,2024-04-25,6,Quality Below Expectation,Full Return,188.1,12.52,200.62,Refund Processed,28,Y,4,2024
21941,442458,P036,M02,C0016,2024-01-17,4,Quality Below Expectation,Partial Return,88.0,8.74,96.74,Refund Processed,14,Y,1,2024
21942,405258,P005,M03,C0062,2024-11-22,30,Not As Described,Partial Return,764.4,36.23,800.63,Refund Processed,52,Y,11,2024
21943,355249,P002,M09,C0220,2022-08-11,8,Quality Below Expectation,Full Return,155.2,12.11,167.31,Pending Investigation,26,N,8,2022
21944,460087,P005,M02,C0111,2024-11-19,36,Quality Below Expectation,Full Return,917.28,44.68,961.96,Refund Processed,10,Y,11,2024
21945,308039,P019,M20,C0247,2024-02-26,6,Quality Below Expectation,Full Return,135.0,11.28,146.28,Refund Denied,36,Y,2,2024
21946,51137,P034,M01,C0261,2023-10-22,8,Packaging Damaged,Full Return,144.0,8.23,152.23,Refund Processed,7,Y,10,2023
21947,405337,P021,M15,C0150,2023-11-11,10,Customer Changed Mind,Partial Return,167.4,8.99,176.39,Refund Processed,53,Y,11,2023
21948,276162,P003,M03,C0077,2024-02-17,10,Quality Below Expectation,Full Return,225.4,17.88,243.28,Refund Processed,50,Y,2,2024
21949,9195,P027,M06,C0218,2024-12-22,18,Wrong Product Shipped,Partial Return,630.0,42.33,672.33,Pending Investigation,45,Y,12,2024
21950,36584,P026,M01,C0246,2023-09-14,8,Wrong Product Shipped,Full Return,439.04,32.2,471.24,Refund Processed,48,Y,9,2023
21951,196147,P039,M07,C0243,2024-11-22,6,Customs Rejected,Partial Return,276.0,15.33,291.33,Refund Processed,50,Y,11,2024
21952,204268,P002,M07,C0252,2022-09-13,8,Customs Rejected,Partial Return,152.0,13.76,165.76,Refund Processed,47,Y,9,2022
21953,133244,P006,M03,C0015,2023-09-18,3,Customs Rejected,Full Return,45.6,1.98,47.58,Under Review,54,N,9,2023
21954,270993,P001,M02,C0014,2022-02-22,7,Not As Described,Full Return,105.0,4.38,109.38,Refund Processed,8,Y,2,2022
21955,442753,P002,M01,C0018,2024-03-11,8,Packaging Damaged,Partial Return,156.8,6.45,163.25,Refund Processed,49,N,3,2024
21956,62177,P037,M05,C0061,2025-01-21,43,Not As Described,Full Return,516.0,50.19,566.19,Refund Processed,47,N,1,2025
21957,121684,P002,M03,C0093,2024-02-03,7,Customer Changed Mind,Partial Return,140.0,9.18,149.18,Refund Processed,23,Y,2,2024
21958,352577,P016,M04,C0226,2022-12-18,3,Customer Changed Mind,Exchange,46.56,4.61,51.17,Refund Processed,11,N,12,2022
21959,442422,P016,M01,C0258,2025-01-12,14,Damaged in Transit,Partial Return,224.0,14.14,238.14,Under Review,54,Y,1,2025
21960,427247,P010,M06,C0203,2024-06-02,10,Customer Changed Mind,Exchange,342.0,31.1,373.1,Refund Processed,14,Y,6,2024
21961,349616,P024,M01,C0284,2024-02-16,13,Quality Below Expectation,Exchange,416.0,38.75,454.75,Refund Processed,27,Y,2,2024
21962,405890,P011,M02,C0117,2023-08-28,57,Damaged in Transit,Partial Return,2407.68,122.23,2529.91,Refund Processed,24,Y,8,2023
21963,17727,P004,M02,C0069,2024-02-05,3,Damaged in Transit,Partial Return,48.6,4.73,53.33,Refund Processed,38,Y,2,2024
21964,196834,P017,M05,C0199,2022-10-31,3,Damaged in Transit,Full Return,48.0,3.81,51.81,Replacement Sent,26,N,10,2022
21965,135610,P031,M03,C0290,2023-08-02,12,Quality Below Expectation,Full Return,246.96,10.13,257.09,Refund Processed,34,Y,8,2023
21966,75229,P017,M02,C0077,2023-10-20,9,Packaging Damaged,Partial Return,136.8,10.63,147.43,Refund Processed,23,Y,10,2023
21967,80977,P021,M01,C0127,2022-12-03,3,Not As Described,Exchange,52.92,2.83,55.75,Refund Processed,12,N,12,2022
21968,279477,P015,M03,C0037,2024-12-16,11,Damaged in Transit,Partial Return,187.0,17.25,204.25,Refund Processed,44,N,12,2024
21969,263996,P027,M14,C0004,2024-02-11,9,Customer Changed Mind,Full Return,308.7,19.36,328.06,Replacement Sent,40,Y,2,2024
21970,324311,P012,M09,C0002,2022-12-28,5,Customs Rejected,Partial Return,110.0,9.33,119.33,Refund Processed,9,N,12,2022
21971,176230,P025,M02,C0248,2023-05-07,5,Wrong Product Shipped,Full Return,147.0,6.6,153.6,Pending Investigation,48,Y,5,2023
21972,292403,P001,M16,C0016,2022-02-23,7,Customer Changed Mind,Partial Return,105.0,9.2,114.2,Under Review,37,N,2,2022
21973,487799,P031,M15,C0145,2022-03-10,68,Quality Below Expectation,Full Return,1328.04,77.47,1405.51,Replacement Sent,13,Y,3,2022
21974,75563,P038,M05,C0089,2024-01-05,8,Customer Changed Mind,Full Return,196.0,19.16,215.16,Refund Processed,36,Y,1,2024
21975,79127,P033,M02,C0020,2023-04-15,3,Customer Changed Mind,Full Return,70.56,3.31,73.87,Refund Denied,13,Y,4,2023
21976,474960,P019,M07,C0028,2022-11-27,4,Customs Rejected,Full Return,98.0,5.77,103.77,Replacement Sent,22,N,11,2022
21977,288155,P033,M18,C0149,2024-05-18,9,Wrong Product Shipped,Exchange,205.2,10.16,215.36,Refund Processed,37,Y,5,2024
21978,73336,P019,M01,C0077,2025-01-20,3,Customer Changed Mind,Full Return,72.75,5.98,78.73,Refund Processed,22,Y,1,2025
21979,327803,P020,M01,C0107,2023-02-02,8,Customer Changed Mind,Full Return,176.0,14.18,190.18,Replacement Sent,40,Y,2,2023
21980,386467,P030,M03,C0137,2022-07-30,19,Quality Below Expectation,Full Return,265.05,24.25,289.3,Refund Denied,30,Y,7,2022
21981,140597,P002,M20,C0095,2023-07-01,12,Damaged in Transit,Full Return,232.8,21.47,254.27,Pending Investigation,43,Y,7,2023
21982,1955,P011,M02,C0077,2024-03-23,9,Not As Described,Full Return,419.04,40.84,459.88,Refund Processed,44,Y,3,2024
21983,341161,P022,M04,C0022,2022-10-17,6,Quality Below Expectation,Exchange,93.12,8.48,101.6,Refund Processed,20,N,10,2022
21984,2526,P014,M05,C0239,2022-12-21,3,Customs Rejected,Partial Return,69.84,5.54,75.38,Refund Processed,47,N,12,2022
21985,8244,P009,M06,C0031,2023-09-07,8,Packaging Damaged,Full Return,148.96,9.27,158.23,Refund Processed,26,N,9,2023
21986,104529,P038,M03,C0094,2024-05-28,3,Quality Below Expectation,Full Return,72.75,3.43,76.18,Refund Processed,42,N,5,2024
21987,384354,P040,M03,C0089,2023-07-29,11,Not As Described,Exchange,710.6,30.09,740.69,Under Review,15,Y,7,2023
21988,91964,P017,M07,C0011,2024-09-15,16,Quality Below Expectation,Partial Return,256.0,19.01,275.01,Replacement Sent,37,Y,9,2024
21989,166907,P010,M01,C0293,2023-01-06,5,Not As Described,Partial Return,180.5,12.99,193.49,Refund Denied,26,Y,1,2023
21990,412467,P021,M01,C0085,2023-12-24,4,Quality Below Expectation,Full Return,72.0,6.17,78.17,Refund Processed,7,Y,12,2023
21991,378745,P035,M01,C0067,2022-12-11,14,Damaged in Transit,Full Return,238.0,11.49,249.49,Refund Processed,27,Y,12,2022
21992,275074,P010,M06,C0297,2024-12-28,4,Wrong Product Shipped,Partial Return,152.0,6.15,158.15,Refund Processed,28,Y,12,2024
21993,106703,P032,M18,C0129,2023-09-04,12,Customs Rejected,Full Return,368.28,36.66,404.94,Refund Processed,34,Y,9,2023
21994,25896,P001,M09,C0260,2023-07-01,3,Customer Changed Mind,Full Return,44.1,2.12,46.22,Refund Processed,49,Y,7,2023
21995,220512,P018,M02,C0163,2022-08-09,12,Quality Below Expectation,Partial Return,145.08,8.13,153.21,Refund Processed,36,Y,8,2022
21996,362841,P020,M06,C0179,2023-12-30,17,Packaging Damaged,Full Return,366.52,29.31,395.83,Under Review,14,Y,12,2023
21997,67634,P010,M17,C0017,2023-08-08,33,Damaged in Transit,Full Return,1216.38,97.04,1313.42,Refund Processed,18,Y,8,2023
21998,418330,P004,M05,C0032,2023-10-06,6,Packaging Damaged,Partial Return,91.8,4.58,96.38,Refund Processed,13,Y,10,2023
21999,213500,P039,M06,C0021,2023-01-19,4,Quality Below Expectation,Full Return,180.32,9.52,189.84,Replacement Sent,37,N,1,2023
22000,16173,P011,M03,C0037,2022-07-29,11,Wrong Product Shipped,Full Return,491.04,36.05,527.09,Refund Processed,15,Y,7,2022
22001,95070,P022,M01,C0231,2023-06-08,5,Quality Below Expectation,Exchange,80.0,7.81,87.81,Refund Processed,12,N,6,2023
22002,340585,P019,M01,C0064,2022-06-21,9,Customer Changed Mind,Exchange,202.5,10.22,212.72,Replacement Sent,52,Y,6,2022
22003,254063,P004,M02,C0291,2022-11-17,19,Packaging Damaged,Partial Return,342.0,24.37,366.37,Pending Investigation,23,Y,11,2022
22004,478753,P032,M10,C0251,2023-02-11,11,Packaging Damaged,Full Return,355.74,28.04,383.78,Refund Processed,30,Y,2,2023
22005,475955,P035,M09,C0202,2023-05-09,8,Wrong Product Shipped,Full Return,133.28,12.88,146.16,Pending Investigation,25,Y,5,2023
22006,204747,P006,M07,C0096,2023-01-15,4,Customer Changed Mind,Partial Return,62.72,2.81,65.53,Refund Denied,18,N,1,2023
22007,146350,P015,M06,C0059,2024-02-26,24,Damaged in Transit,Partial Return,395.76,34.89,430.65,Refund Processed,51,Y,2,2024
22008,481089,P002,M07,C0146,2022-03-21,8,Customer Changed Mind,Partial Return,156.8,10.83,167.63,Under Review,54,Y,3,2022
22009,251734,P032,M04,C0172,2024-09-25,12,Customer Changed Mind,Full Return,388.08,35.5,423.58,Pending Investigation,28,Y,9,2024
22010,63222,P035,M03,C0042,2023-07-30,5,Not As Described,Partial Return,82.45,6.24,88.69,Under Review,19,Y,7,2023
22011,178199,P027,M02,C0057,2022-09-21,6,Wrong Product Shipped,Full Return,199.5,10.03,209.53,Refund Processed,53,Y,9,2022
22012,220803,P031,M02,C0133,2023-03-21,9,Damaged in Transit,Full Return,189.0,10.03,199.03,Refund Processed,12,Y,3,2023
22013,263764,P024,M20,C0074,2024-02-01,4,Damaged in Transit,Partial Return,128.0,8.89,136.89,Replacement Sent,18,Y,2,2024
22014,166588,P002,M07,C0036,2023-06-22,9,Damaged in Transit,Partial Return,162.0,8.63,170.63,Under Review,18,Y,6,2023
22015,48934,P008,M01,C0243,2023-08-02,4,Damaged in Transit,Partial Return,53.2,4.25,57.45,Refund Denied,16,Y,8,2023
22016,457499,P025,M07,C0162,2025-01-19,6,Quality Below Expectation,Partial Return,167.4,14.58,181.98,Under Review,39,Y,1,2025
22017,468905,P008,M01,C0082,2024-03-16,8,Quality Below Expectation,Partial Return,108.64,7.16,115.8,Refund Processed,29,N,3,2024
22018,331151,P009,M01,C0255,2023-06-02,12,Packaging Damaged,Partial Return,221.16,10.39,231.55,Refund Denied,33,Y,6,2023
22019,260078,P007,M07,C0022,2024-07-08,3,Customer Changed Mind,Partial Return,36.0,1.56,37.56,Refund Processed,12,N,7,2024
22020,351059,P017,M09,C0066,2023-01-16,6,Customer Changed Mind,Partial Return,93.12,6.61,99.73,Refund Processed,33,Y,1,2023
22021,160809,P010,M04,C0228,2024-08-14,5,Damaged in Transit,Exchange,186.2,18.37,204.57,Refund Processed,21,Y,8,2024
22022,179206,P032,M12,C0019,2023-02-13,4,Wrong Product Shipped,Partial Return,128.04,7.54,135.58,Refund Processed,51,Y,2,2023
22023,470344,P013,M09,C0050,2023-02-01,6,Wrong Product Shipped,Partial Return,114.0,9.31,123.31,Pending Investigation,43,N,2,2023
22024,356525,P003,M04,C0010,2023-05-30,9,Packaging Damaged,Partial Return,207.0,10.9,217.9,Refund Processed,50,N,5,2023
22025,282827,P005,M07,C0057,2024-12-19,6,Customer Changed Mind,Full Return,151.32,14.84,166.16,Refund Denied,20,Y,12,2024
22026,466358,P036,M02,C0145,2024-09-13,3,Quality Below Expectation,Partial Return,61.38,3.48,64.86,Refund Denied,9,N,9,2024
22027,114022,P011,M18,C0093,2022-10-12,16,Damaged in Transit,Exchange,752.64,45.34,797.98,Refund Denied,27,Y,10,2022
22028,87548,P013,M08,C0175,2023-03-23,16,Packaging Damaged,Full Return,320.0,17.25,337.25,Refund Processed,54,N,3,2023
