country,region,category,product_name,total_shipments,avg_fob_per_unit_usd,avg_freight_per_unit_usd,avg_insurance_per_unit_usd,avg_customs_per_unit_usd,avg_port_per_unit_usd,avg_lastmile_per_unit_usd,avg_demurrage_per_unit_usd,avg_total_lc_per_unit_usd,avg_exporter_margin_per_unit_usd,avg_exporter_margin_pct,avg_lc_fob_ratio,freight_pct_of_lc,customs_pct_of_lc,lastmile_pct_of_lc,total_demurrage_usd,route_efficiency
Singapore,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,156,16.3647,0.315,0.1636,0.0,0.9672,0.25,0.4372,18.4978,15.886,97.07,1.1307,1.7,0.0,1.4,5696.12,Efficient Route
Portugal,Europe,Garden,Terracotta Planter Set of 3,24,19.1917,0.546,0.1919,0.0,0.9718,0.32,0.4503,21.6717,18.4537,96.15,1.1305,2.5,0.0,1.5,540.39,Efficient Route
Kuwait,Middle East,Decor,Warli Art Wall Plate Set of 3,47,23.1319,0.288,0.2313,1.1826,0.9596,0.28,0.0743,26.1477,22.6126,97.75,1.1303,1.1,4.5,1.1,718.42,Efficient Route
Ireland,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,29,16.3493,0.231,0.1635,0.0,0.9826,0.32,0.4232,18.4696,15.9548,97.58,1.1303,1.3,0.0,1.7,1382.84,Efficient Route
Australia,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,235,28.7821,0.49,0.2878,1.478,1.039,0.25,0.1993,32.5263,28.0043,97.29,1.1302,1.5,4.5,0.8,3660.84,Efficient Route
Saudi Arabia,Middle East,Lighting,Rattan Pendant Lamp Shade,130,26.0322,0.256,0.2603,1.4602,0.8832,0.28,0.2391,29.411,25.5158,98.02,1.1299,0.9,5.0,1.0,3818.07,Efficient Route
Sweden,Europe,Decor,Handmade Soy Candle Large,47,12.3583,0.1596,0.1236,0.0,0.9597,0.32,0.0454,13.9666,12.0751,97.71,1.1299,1.1,0.0,2.3,245.6,Efficient Route
UAE,Middle East,Decor,Macrame Wall Hanging Large,522,24.9366,0.208,0.2494,1.2697,1.0127,0.28,0.2138,28.1702,24.4792,98.16,1.1298,0.7,4.5,1.0,9280.56,Efficient Route
Portugal,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,21,16.3281,0.231,0.1633,0.0,1.0467,0.32,0.3418,18.4308,15.9338,97.58,1.1298,1.3,0.0,1.7,579.51,Efficient Route
UK,Europe,Decor,Handmade Paper Photo Frame Set 3,267,14.4393,0.189,0.1444,0.0,1.0602,0.32,0.1506,16.3035,14.1059,97.69,1.1292,1.2,0.0,2.0,3657.11,Efficient Route
Kuwait,Middle East,Kitchen,Copper Water Bottle 1L,73,24.0137,0.144,0.2401,1.2199,1.0468,0.28,0.169,27.1135,23.6296,98.4,1.1288,0.5,4.5,1.0,906.21,Efficient Route
France,Europe,Kitchen,Bamboo Cutting Board Set of 3,114,16.3275,0.378,0.1633,0.0,0.9933,0.32,0.2304,18.4125,15.7862,96.68,1.1285,2.1,0.0,1.7,2050.48,Efficient Route
Italy,Europe,Decor,Hand Painted Wooden Bowl,50,15.2096,0.231,0.1521,0.0,1.0258,0.32,0.2183,17.1567,14.8265,97.48,1.1285,1.4,0.0,1.9,1058.88,Efficient Route
Spain,Europe,Decor,Handmade Paper Photo Frame Set 3,51,14.5147,0.189,0.1451,0.0,1.0143,0.32,0.1855,16.3686,14.1806,97.7,1.1283,1.2,0.0,2.0,1060.07,Efficient Route
Sweden,Europe,Decor,Handmade Soy Candle Set of 3,58,15.3159,0.231,0.1532,0.0,1.1256,0.32,0.1271,17.2727,14.9317,97.49,1.1282,1.3,0.0,1.9,368.63,Efficient Route
Spain,Europe,Decor,Macrame Wall Hanging Small,76,17.3747,0.168,0.1738,0.0,0.9012,0.32,0.6511,19.5888,17.033,98.03,1.1281,0.9,0.0,1.6,4119.72,Efficient Route
USA,North America,Kitchen,Copper Water Bottle 1L,845,24.008,0.216,0.2401,0.9786,1.0227,0.35,0.2677,27.0829,23.5519,98.1,1.1281,0.8,3.6,1.3,18973.58,Efficient Route
Germany,Europe,Decor,Handmade Soy Candle Set of 3,127,15.3713,0.231,0.1537,0.0,0.9865,0.32,0.2747,17.3372,14.9866,97.49,1.1279,1.3,0.0,1.9,2896.49,Efficient Route
UK,Europe,Kitchen,Bamboo Cutting Board Set of 3,239,16.3463,0.378,0.1635,0.0,0.9978,0.32,0.2251,18.4307,15.8049,96.68,1.1279,2.1,0.0,1.7,4677.85,Efficient Route
Sweden,Europe,Decor,Hand Painted Wooden Bowl,59,15.2569,0.231,0.1526,0.0,0.9366,0.32,0.3123,17.2094,14.8734,97.48,1.1277,1.3,0.0,1.9,1712.7,Efficient Route
Australia,Asia Pacific,Decor,Macrame Wall Hanging Large,193,24.9573,0.2275,0.2496,1.2717,0.981,0.25,0.2033,28.1404,24.4803,98.09,1.1277,0.8,4.5,0.9,2991.86,Efficient Route
Ireland,Europe,Garden,Terracotta Planter Large,23,22.873,0.756,0.2287,0.0,0.9384,0.32,0.6933,25.8094,21.8883,95.69,1.1276,3.0,0.0,1.2,1326.65,Efficient Route
Australia,Asia Pacific,Kitchen,Copper Water Bottle 750ml,136,20.9307,0.133,0.2093,1.0636,0.9503,0.25,0.067,23.604,20.5884,98.36,1.1276,0.6,4.5,1.1,947.33,Efficient Route
Ireland,Europe,Storage,Jute Cotton Laundry Basket,27,17.2133,0.315,0.1721,0.0,0.9838,0.32,0.3929,19.3972,16.7262,97.17,1.1274,1.6,0.0,1.7,952.8,Efficient Route
Italy,Europe,Textiles,Block Print Cotton Napkin Set of 6,58,13.4521,0.147,0.1345,0.0,1.0452,0.32,0.0618,15.1606,13.1705,97.91,1.1271,1.0,0.0,2.1,384.89,Efficient Route
Saudi Arabia,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,203,33.7052,0.512,0.3371,1.9005,1.0152,0.28,0.2402,37.9901,32.8561,97.48,1.1271,1.4,5.0,0.7,3950.6,Efficient Route
Saudi Arabia,Middle East,Lighting,Bamboo Table Lamp,144,30.6822,0.352,0.3068,1.7238,1.0033,0.28,0.2185,34.5666,30.0234,97.85,1.1267,1.0,5.0,0.8,3174.5,Efficient Route
Sweden,Europe,Storage,Jute Cotton Laundry Basket,39,17.3631,0.315,0.1736,0.0,0.9543,0.32,0.4365,19.5625,16.8744,97.18,1.1266,1.6,0.0,1.6,1632.7,Efficient Route
USA,North America,Lighting,Rattan Pendant Lamp Shade,509,26.0839,0.384,0.2608,1.0692,0.9945,0.35,0.2341,29.3765,25.4391,97.53,1.1265,1.3,3.6,1.2,9429.56,Efficient Route
Germany,Europe,Garden,Terracotta Planter Set of 3,154,19.2182,0.546,0.1922,0.0,0.9934,0.32,0.3743,21.6441,18.48,96.15,1.1263,2.5,0.0,1.5,4935.16,Efficient Route
Japan,Asia Pacific,Garden,Terracotta Planter Set of 3,36,19.4056,0.455,0.1941,0.0,0.9997,0.25,0.5613,21.8656,18.7565,96.65,1.1262,2.1,0.0,1.2,1664.53,Efficient Route
Netherlands,Europe,Garden,Terracotta Planter Set of 3,84,19.0595,0.546,0.1906,0.0,1.0803,0.32,0.2586,21.455,18.3229,96.13,1.1261,2.6,0.0,1.5,1876.99,Efficient Route
Sweden,Europe,Decor,Hand Painted Wooden Tray,42,16.9757,0.294,0.1698,0.0,1.0334,0.32,0.3249,19.1178,16.5119,97.26,1.1258,1.5,0.0,1.7,978.23,Efficient Route
Australia,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,239,31.807,0.42,0.3181,1.6273,0.9913,0.25,0.3824,35.796,31.069,97.68,1.1256,1.2,4.6,0.7,6260.29,Efficient Route
Netherlands,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,69,16.1845,0.231,0.1618,0.0,1.0213,0.32,0.2932,18.2118,15.7916,97.57,1.1255,1.3,0.0,1.8,1606.19,Efficient Route
New Zealand,Asia Pacific,Kitchen,Teak Wood Salad Bowl Large,75,31.7328,0.42,0.3173,1.6235,1.06,0.25,0.3022,35.7058,30.9955,97.67,1.1254,1.2,4.6,0.7,1569.04,Efficient Route
Netherlands,Europe,Decor,Macrame Plant Hanger Set of 3,70,15.3531,0.147,0.1535,0.0,1.0381,0.32,0.2656,17.2774,15.0526,98.04,1.1253,0.9,0.0,1.9,1473.86,Efficient Route
New Zealand,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,58,25.9945,0.28,0.2599,1.3267,0.9327,0.25,0.2011,29.2449,25.4545,97.92,1.1253,1.0,4.5,0.9,1372.84,Efficient Route
Portugal,Europe,Storage,Jute Cotton Laundry Basket,21,17.3914,0.315,0.1739,0.0,1.0805,0.32,0.2833,19.5641,16.9025,97.19,1.125,1.6,0.0,1.6,362.91,Efficient Route
Spain,Europe,Decor,Hand Painted Wooden Bowl,53,15.1396,0.231,0.1514,0.0,0.9379,0.32,0.2415,17.0214,14.7572,97.47,1.1249,1.4,0.0,1.9,1030.01,Efficient Route
UK,Europe,Decor,Macrame Plant Hanger Set of 3,259,15.3717,0.147,0.1537,0.0,1.0465,0.32,0.2416,17.2805,15.071,98.04,1.1248,0.9,0.0,1.9,4794.09,Efficient Route
France,Europe,Decor,Hand Painted Wooden Tray,85,17.3944,0.294,0.1739,0.0,1.0452,0.32,0.3312,19.5587,16.9264,97.31,1.1247,1.5,0.0,1.6,2505.51,Efficient Route
France,Europe,Decor,Handmade Paper Photo Frame Set 3,96,14.5422,0.189,0.1454,0.0,0.9772,0.32,0.1691,16.343,14.2078,97.7,1.1245,1.2,0.0,2.0,1713.54,Efficient Route
UK,Europe,Garden,Terracotta Planter Set of 3,262,19.2573,0.546,0.1926,0.0,0.9734,0.32,0.3601,21.6493,18.5187,96.16,1.1244,2.5,0.0,1.5,8612.17,Efficient Route
Germany,Europe,Decor,Macrame Plant Hanger Set of 3,150,15.3312,0.147,0.1533,0.0,1.0244,0.32,0.2566,17.2325,15.0309,98.04,1.1243,0.9,0.0,1.9,2715.47,Efficient Route
Australia,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,235,33.4138,0.56,0.3341,1.7154,1.0156,0.25,0.2689,37.5579,32.5197,97.32,1.1243,1.5,4.6,0.7,5838.04,Efficient Route
Portugal,Europe,Decor,Hand Painted Wooden Bowl,32,15.485,0.231,0.1549,0.0,0.9375,0.32,0.288,17.4164,15.0991,97.51,1.1243,1.3,0.0,1.8,655.84,Efficient Route
Spain,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,59,16.3229,0.231,0.1632,0.0,0.9854,0.32,0.3222,18.3447,15.9287,97.58,1.1241,1.3,0.0,1.8,1672.28,Efficient Route
Kuwait,Middle East,Decor,Macrame Wall Hanging Large,71,25.0186,0.208,0.2502,1.2738,0.9931,0.28,0.0887,28.1124,24.5604,98.17,1.1239,0.7,4.5,1.0,678.47,Efficient Route
Portugal,Europe,Decor,Handmade Paper Photo Frame Set 3,24,14.5438,0.189,0.1454,0.0,0.956,0.32,0.1869,16.3411,14.2093,97.7,1.1239,1.2,0.0,2.0,629.26,Efficient Route
UAE,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,524,33.7543,0.512,0.3375,1.7302,1.0376,0.28,0.2775,37.9291,32.9047,97.48,1.1238,1.4,4.6,0.7,11480.97,Efficient Route
UAE,Middle East,Kitchen,Teak Wood Salad Bowl Large,548,31.6655,0.384,0.3167,1.6183,1.0215,0.28,0.2932,35.5792,30.9649,97.79,1.1237,1.1,4.6,0.8,12585.37,Efficient Route
New Zealand,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,84,33.6208,0.56,0.3362,1.7259,1.0452,0.25,0.2409,37.779,32.7246,97.33,1.1237,1.5,4.6,0.7,2070.04,Efficient Route
Germany,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,142,16.3523,0.231,0.1635,0.0,0.949,0.32,0.3598,18.3756,15.9578,97.59,1.1235,1.3,0.0,1.8,3722.83,Efficient Route
UK,Europe,Decor,Hand Painted Wooden Bowl,275,15.3553,0.231,0.1536,0.0,0.9931,0.32,0.1974,17.2503,14.9708,97.49,1.1234,1.3,0.0,1.9,5029.35,Efficient Route
Ireland,Europe,Decor,Handmade Soy Candle Set of 3,19,15.3853,0.231,0.1538,0.0,1.0738,0.32,0.1121,17.276,15.0004,97.5,1.1231,1.3,0.0,1.9,276.84,Efficient Route
Germany,Europe,Storage,Handwoven Jute Storage Basket Large,265,19.1698,0.378,0.1917,0.0,1.0572,0.32,0.4046,21.5213,18.6001,97.02,1.1229,1.8,0.0,1.5,8132.63,Efficient Route
Kuwait,Middle East,Kitchen,Teak Wood Salad Bowl Large,73,31.4223,0.384,0.3142,1.606,1.1343,0.28,0.1312,35.2721,30.7241,97.78,1.1229,1.1,4.6,0.8,1010.28,Efficient Route
Japan,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,52,14.2615,0.1575,0.1426,0.0,1.085,0.25,0.1149,16.0115,13.9614,97.89,1.1227,1.0,0.0,1.6,544.72,Efficient Route
USA,North America,Kitchen,Teak Wood Salad Bowl Large,837,31.7565,0.576,0.3176,1.306,1.0305,0.35,0.3093,35.6459,30.8629,97.18,1.1226,1.6,3.7,1.0,21227.1,Efficient Route
Singapore,Asia Pacific,Kitchen,Bamboo Serving Tray Large,152,15.3432,0.2625,0.1534,0.0,0.9973,0.25,0.2199,17.2262,14.9273,97.29,1.1225,1.5,0.0,1.5,2909.9,Efficient Route
Kuwait,Middle East,Rugs,Cotton Dhurrie Rug 3x5ft,81,33.6951,0.512,0.337,1.7272,0.9384,0.28,0.327,37.8166,32.8461,97.48,1.1224,1.4,4.6,0.7,2270.12,Efficient Route
Singapore,Asia Pacific,Decor,Hand Painted Wooden Bowl,162,15.3442,0.1925,0.1534,0.0,1.0053,0.25,0.279,17.2244,14.9983,97.74,1.1224,1.1,0.0,1.5,4218.88,Efficient Route
Spain,Europe,Decor,Hand Painted Wooden Tray,63,17.3571,0.294,0.1736,0.0,0.9904,0.32,0.3474,19.4825,16.8896,97.3,1.1221,1.5,0.0,1.7,1634.81,Efficient Route
Italy,Europe,Decor,Handmade Soy Candle Set of 3,51,15.3443,0.231,0.1534,0.0,0.9378,0.32,0.2167,17.2032,14.9599,97.49,1.122,1.3,0.0,1.9,904.63,Efficient Route
Spain,Europe,Storage,Woven Seagrass Floor Basket,44,22.1061,0.462,0.2211,0.0,1.1179,0.32,0.557,24.7841,21.4231,96.91,1.122,1.9,0.0,1.3,1691.16,Efficient Route
Singapore,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,138,16.3323,0.1925,0.1633,0.0,1.0103,0.25,0.3703,18.3187,15.9765,97.82,1.1218,1.1,0.0,1.4,4632.0,Efficient Route
Japan,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,50,13.4316,0.1225,0.1343,0.0,0.9446,0.25,0.1783,15.0613,13.1748,98.09,1.1217,0.8,0.0,1.7,1055.05,Efficient Route
Japan,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,47,14.3681,0.21,0.1437,0.0,1.0343,0.25,0.1147,16.1207,14.0144,97.54,1.1217,1.3,0.0,1.6,609.79,Efficient Route
France,Europe,Storage,Handwoven Jute Storage Basket Small,107,14.3565,0.252,0.1436,0.0,0.9447,0.32,0.0832,16.1,13.961,97.24,1.1216,1.6,0.0,2.0,1001.23,Efficient Route
Ireland,Europe,Storage,Handwoven Jute Storage Basket Small,28,14.5018,0.252,0.145,0.0,0.8441,0.32,0.2057,16.2686,14.1048,97.26,1.1214,1.6,0.0,2.0,446.42,Efficient Route
France,Europe,Garden,Terracotta Planter Set of 3,107,19.1607,0.546,0.1916,0.0,1.0498,0.32,0.2104,21.4786,18.4231,96.15,1.1213,2.5,0.0,1.5,2232.99,Efficient Route
USA,North America,Lighting,Bamboo Table Lamp,495,30.7407,0.528,0.3074,1.263,0.9951,0.35,0.2752,34.4594,29.9053,97.28,1.1211,1.5,3.7,1.0,11705.65,Efficient Route
Sweden,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,57,16.3767,0.231,0.1638,0.0,1.0058,0.32,0.2515,18.3487,15.9819,97.59,1.1211,1.3,0.0,1.8,885.3,Efficient Route
USA,North America,Rugs,Cotton Dhurrie Rug 3x5ft,738,33.5711,0.768,0.3357,1.387,1.0054,0.35,0.2126,37.6298,32.4674,96.71,1.121,2.0,3.7,0.9,16590.32,Efficient Route
UK,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,277,16.2684,0.231,0.1627,0.0,1.0075,0.32,0.2432,18.2328,15.8748,97.58,1.1209,1.3,0.0,1.8,5567.48,Efficient Route
UAE,Middle East,Lighting,Bamboo Table Lamp,366,30.7917,0.352,0.3079,1.5726,0.9598,0.28,0.2364,34.5004,30.1318,97.86,1.1205,1.0,4.6,0.8,8733.94,Efficient Route
Singapore,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,142,15.3927,0.1225,0.1539,0.0,1.0662,0.25,0.2593,17.2446,15.1163,98.2,1.1204,0.7,0.0,1.5,3226.44,Efficient Route
Australia,Asia Pacific,Lighting,Bamboo Table Lamp,136,30.9435,0.385,0.3094,1.5819,1.0016,0.25,0.1997,34.6711,30.2491,97.75,1.1204,1.1,4.6,0.7,2266.94,Efficient Route
Netherlands,Europe,Decor,Hand Painted Wooden Tray,76,17.3605,0.294,0.1736,0.0,0.9745,0.32,0.3105,19.433,16.8929,97.3,1.1203,1.5,0.0,1.7,2187.48,Efficient Route
Spain,Europe,Decor,Handmade Soy Candle Set of 3,54,15.4489,0.231,0.1545,0.0,1.0806,0.32,0.0685,17.3035,15.0634,97.5,1.1201,1.3,0.0,1.9,436.16,Efficient Route
Netherlands,Europe,Storage,Jute Cotton Laundry Basket,80,17.3115,0.315,0.1731,0.0,1.0441,0.32,0.2191,19.3828,16.8234,97.18,1.12,1.6,0.0,1.7,1160.61,Efficient Route
Singapore,Asia Pacific,Decor,Handmade Soy Candle Set of 3,147,15.3176,0.1925,0.1532,0.0,0.9975,0.25,0.2393,17.15,14.9719,97.74,1.1194,1.1,0.0,1.5,2713.37,Efficient Route
France,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,81,16.278,0.231,0.1628,0.0,1.0234,0.32,0.1986,18.2138,15.8842,97.58,1.119,1.3,0.0,1.8,1594.42,Efficient Route
Singapore,Asia Pacific,Storage,Jute Cotton Laundry Basket,137,17.2813,0.2625,0.1728,0.0,1.0711,0.25,0.298,19.3357,16.846,97.48,1.1189,1.4,0.0,1.3,3105.12,Efficient Route
Italy,Europe,Decor,Hand Painted Wooden Tray,65,17.1222,0.294,0.1712,0.0,1.0669,0.32,0.1759,19.1502,16.6569,97.28,1.1188,1.5,0.0,1.7,842.51,Efficient Route
France,Europe,Storage,Jute Cotton Laundry Basket,109,17.3114,0.315,0.1731,0.0,0.9481,0.32,0.2943,19.3619,16.8233,97.18,1.1187,1.6,0.0,1.7,3470.96,Efficient Route
Spain,Europe,Decor,Macrame Plant Hanger Set of 3,48,15.3833,0.147,0.1538,0.0,0.9849,0.32,0.2121,17.2012,15.0825,98.04,1.1186,0.9,0.0,1.9,731.58,Efficient Route
Italy,Europe,Garden,Terracotta Planter Set of 3,64,19.2063,0.546,0.1921,0.0,1.0259,0.32,0.1954,21.4856,18.4682,96.15,1.1185,2.5,0.0,1.5,1257.1,Efficient Route
Italy,Europe,Garden,Terracotta Planter Large,62,23.0206,0.756,0.2302,0.0,1.0521,0.32,0.3644,25.7433,22.0344,95.71,1.1183,2.9,0.0,1.2,1569.97,Efficient Route
Portugal,Europe,Decor,Handmade Soy Candle Set of 3,28,15.4114,0.231,0.1541,0.0,0.9546,0.32,0.1639,17.235,15.0263,97.5,1.1182,1.3,0.0,1.9,489.98,Efficient Route
Spain,Europe,Storage,Handwoven Jute Storage Basket Small,62,14.5524,0.252,0.1455,0.0,0.8563,0.32,0.1453,16.2715,14.1549,97.27,1.118,1.6,0.0,2.0,1498.27,Efficient Route
Spain,Europe,Garden,Terracotta Planter Large,44,23.2691,0.756,0.2327,0.0,1.1269,0.32,0.3153,26.02,22.2804,95.75,1.1179,2.9,0.0,1.2,927.73,Efficient Route
Saudi Arabia,Middle East,Kitchen,Ceramic Dinner Set 12pc,203,46.0776,0.8,0.4608,2.6036,1.0284,0.28,0.2542,51.5046,44.8169,97.26,1.1178,1.6,5.1,0.5,5127.06,Efficient Route
Japan,Asia Pacific,Decor,Hand Painted Wooden Tray,47,17.2953,0.245,0.1729,0.0,1.0147,0.25,0.346,19.324,16.8774,97.58,1.1177,1.3,0.0,1.3,1316.48,Efficient Route
Japan,Asia Pacific,Decor,Hand Painted Wooden Bowl,55,15.4095,0.1925,0.1541,0.0,1.0333,0.25,0.1744,17.2137,15.0629,97.75,1.1174,1.1,0.0,1.5,843.19,Efficient Route
Saudi Arabia,Middle East,Textiles,Kantha Quilt Throw Blanket,221,36.4886,0.384,0.3649,2.0481,1.0458,0.28,0.1584,40.7698,35.7397,97.95,1.1174,0.9,5.0,0.7,2720.97,Efficient Route
Germany,Europe,Decor,Hand Painted Wooden Tray,178,17.2082,0.294,0.1721,0.0,1.0271,0.32,0.1988,19.2202,16.7421,97.29,1.1172,1.5,0.0,1.7,3146.62,Efficient Route
Japan,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,72,15.3667,0.1225,0.1537,0.0,1.0682,0.25,0.208,17.169,15.0905,98.2,1.1172,0.7,0.0,1.5,1282.84,Efficient Route
UK,Europe,Garden,Terracotta Planter Large,248,23.0768,0.756,0.2308,0.0,1.0371,0.32,0.3523,25.773,22.09,95.72,1.117,2.9,0.0,1.2,6562.78,Efficient Route
Spain,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,80,18.4395,0.189,0.1844,0.0,1.1348,0.32,0.3268,20.5945,18.0661,97.97,1.1169,0.9,0.0,1.6,1939.84,Efficient Route
New Zealand,Asia Pacific,Lighting,Bamboo Table Lamp,41,30.8371,0.385,0.3084,1.5765,0.8566,0.25,0.2126,34.4263,30.1437,97.75,1.1168,1.1,4.6,0.7,901.29,Efficient Route
Portugal,Europe,Decor,Hand Painted Wooden Tray,37,17.2459,0.294,0.1725,0.0,1.0837,0.32,0.1417,19.2577,16.7795,97.29,1.1166,1.5,0.0,1.7,267.31,Efficient Route
Portugal,Europe,Decor,Macrame Wall Hanging Small,47,17.2187,0.168,0.1722,0.0,1.0062,0.32,0.3366,19.2217,16.8785,98.02,1.1163,0.9,0.0,1.7,862.87,Efficient Route
Australia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,247,36.6,0.42,0.366,1.8693,1.0504,0.25,0.2949,40.8506,35.814,97.85,1.1162,1.0,4.6,0.6,5872.75,Efficient Route
Netherlands,Europe,Storage,Handwoven Jute Storage Basket Large,117,19.1299,0.378,0.1913,0.0,1.0653,0.32,0.2658,21.3503,18.5606,97.02,1.1162,1.8,0.0,1.5,3072.24,Efficient Route
Netherlands,Europe,Decor,Handmade Soy Candle Set of 3,71,15.2766,0.231,0.1528,0.0,0.8807,0.32,0.1884,17.0495,14.8929,97.49,1.1159,1.4,0.0,1.9,1390.74,Efficient Route
Sweden,Europe,Decor,Handmade Paper Photo Frame Set 3,60,14.37,0.189,0.1437,0.0,0.9602,0.32,0.0491,16.032,14.0373,97.68,1.1159,1.2,0.0,2.0,487.58,Efficient Route
UK,Europe,Storage,Jute Cotton Laundry Basket,268,17.3049,0.315,0.173,0.0,0.9857,0.32,0.2066,19.3053,16.8168,97.18,1.1158,1.6,0.0,1.7,4415.52,Efficient Route
Singapore,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,142,14.3926,0.1575,0.1439,0.0,0.9488,0.25,0.1614,16.0543,14.0912,97.9,1.1156,1.0,0.0,1.6,2388.21,Efficient Route
UK,Europe,Storage,Handwoven Jute Storage Basket Large,391,19.1668,0.378,0.1917,0.0,0.9963,0.32,0.3262,21.3789,18.5971,97.02,1.1156,1.8,0.0,1.5,11238.07,Efficient Route
Kuwait,Middle East,Textiles,Kantha Quilt Throw Blanket,64,36.48,0.384,0.3648,1.8614,0.996,0.28,0.3146,40.6808,35.7312,97.95,1.1154,0.9,4.6,0.7,1514.45,Efficient Route
UAE,Middle East,Textiles,Kantha Quilt Throw Blanket,572,36.6374,0.384,0.3664,1.8694,1.0175,0.28,0.3026,40.8573,35.8871,97.95,1.1153,0.9,4.6,0.7,14103.37,Efficient Route
Sweden,Europe,Storage,Handwoven Jute Storage Basket Small,34,14.5456,0.252,0.1454,0.0,0.8996,0.32,0.0584,16.2211,14.1481,97.27,1.1152,1.6,0.0,2.0,432.38,Efficient Route
Italy,Europe,Kitchen,Bamboo Cutting Board Set of 3,52,16.4246,0.378,0.1643,0.0,0.947,0.32,0.0729,18.3068,15.8824,96.7,1.1148,2.1,0.0,1.8,462.12,Efficient Route
Saudi Arabia,Middle East,Rugs,Jute Braided Area Rug 4x6ft,189,53.8578,1.024,0.5386,3.0481,0.9822,0.28,0.2908,60.0215,52.2952,97.09,1.1146,1.7,5.1,0.5,4865.02,Efficient Route
Japan,Asia Pacific,Garden,Terracotta Planter Large,50,23.1648,0.63,0.2316,0.0,1.0628,0.25,0.4795,25.8187,22.3032,96.28,1.1146,2.5,0.0,1.0,1421.73,Efficient Route
UK,Europe,Decor,Hand Painted Wooden Tray,255,17.3167,0.294,0.1732,0.0,1.0024,0.32,0.1896,19.2959,16.8495,97.3,1.1144,1.5,0.0,1.7,4333.71,Efficient Route
Italy,Europe,Storage,Jute Cotton Laundry Basket,50,17.244,0.315,0.1724,0.0,1.0412,0.32,0.11,19.2026,16.7566,97.17,1.1142,1.6,0.0,1.7,547.34,Efficient Route
Italy,Europe,Decor,Macrame Wall Hanging Small,85,17.3711,0.168,0.1737,0.0,1.0989,0.32,0.225,19.3567,17.0293,98.03,1.114,0.9,0.0,1.7,1815.94,Efficient Route
Portugal,Europe,Decor,Brass Tealight Holder Set of 4,29,21.2793,0.273,0.2128,0.0,1.0103,0.32,0.6033,23.6987,20.7935,97.72,1.114,1.2,0.0,1.4,1457.66,Efficient Route
Japan,Asia Pacific,Decor,Brass Tealight Holder Set of 4,52,20.9,0.2275,0.209,0.0,1.0029,0.25,0.6812,23.2706,20.4635,97.91,1.1138,1.0,0.0,1.1,2478.74,Efficient Route
Saudi Arabia,Middle East,Textiles,Hand Block Print Bedsheet Set,211,44.3344,0.576,0.4433,2.4945,1.0222,0.28,0.2167,49.3671,43.3151,97.7,1.1136,1.2,5.1,0.6,3393.62,Efficient Route
Ireland,Europe,Garden,Terracotta Planter Set of 3,27,19.1556,0.546,0.1916,0.0,0.9649,0.32,0.1545,21.3325,18.418,96.15,1.1136,2.6,0.0,1.5,208.55,Efficient Route
Germany,Europe,Storage,Woven Seagrass Floor Basket,158,22.0072,0.462,0.2201,0.0,1.0702,0.32,0.4204,24.4998,21.3251,96.9,1.1136,1.9,0.0,1.3,5600.0,Efficient Route
USA,North America,Kitchen,Ceramic Dinner Set 12pc,819,46.1415,1.2,0.4614,1.9121,1.0223,0.35,0.2878,51.3752,44.4801,96.39,1.1135,2.3,3.7,0.7,19163.38,Efficient Route
UK,Europe,Decor,Macrame Wall Hanging Small,394,17.3019,0.168,0.173,0.0,1.0354,0.32,0.2628,19.2612,16.9609,98.03,1.1135,0.9,0.0,1.7,8590.47,Efficient Route
Portugal,Europe,Storage,Handwoven Jute Storage Basket Large,35,19.04,0.378,0.1904,0.0,1.0867,0.32,0.1879,21.2031,18.4716,97.01,1.1133,1.8,0.0,1.5,684.61,Efficient Route
France,Europe,Decor,Recycled Glass Vase Set of 2,95,20.1534,0.399,0.2015,0.0,1.0267,0.32,0.3234,22.424,19.5528,97.02,1.1132,1.8,0.0,1.4,2216.41,Efficient Route
