country,region,category,product_name,fiscal_year,quarter,avg_trends_score,total_search_volume,avg_yoy_growth_pct,total_social_mentions,avg_amazon_bsr,total_demand_units,avg_seasonality_index,demand_classification
Kuwait,Middle East,Decor,Macrame Wall Hanging Large,2024,Q2,55.5,611987,21.06,50409,249.0,29333,0.917,📈 Growing
Spain,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q1,57.3,694700,21.06,39374,300.0,24585,1.018,📈 Growing
Canada,North America,Kitchen,Teak Wood Cheese Board,2024,Q3,63.8,1103600,21.06,54007,216.0,34135,1.01,📈 Growing
Portugal,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q4,82.5,644122,21.06,55301,218.0,34189,1.233,📈 Growing
Netherlands,Europe,Garden,Terracotta Planter Set of 3,2024,Q4,82.7,968411,21.06,58240,207.0,35929,1.233,📈 Growing
Canada,North America,Textiles,Block Print Cotton Table Runner,2024,Q1,57.6,985669,21.06,49738,242.0,30482,1.018,📈 Growing
Italy,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q2,55.5,734335,21.06,40125,293.0,24918,0.917,📈 Growing
Italy,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q1,57.6,761951,21.05,42628,285.0,25862,1.018,📈 Growing
Australia,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q3,64.4,753570,21.05,55642,229.0,32255,1.01,📈 Growing
Spain,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q4,82.8,1015812,21.05,55441,207.0,35973,1.233,📈 Growing
Kuwait,Middle East,Kitchen,Ceramic Mug Set of 4,2024,Q1,57.5,634261,21.05,51940,243.0,30404,1.018,📈 Growing
Netherlands,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,65.0,761388,21.05,45914,261.0,28236,1.01,📈 Growing
Spain,Europe,Storage,Jute Cotton Laundry Basket,2024,Q4,82.1,1006971,21.05,60490,208.0,35662,1.233,📈 Growing
Netherlands,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q4,82.5,966426,21.05,61259,207.0,35853,1.233,📈 Growing
Canada,North America,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,54.9,937830,21.05,46650,252.0,29000,0.917,📈 Growing
Sweden,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q3,63.6,638545,21.05,50652,256.0,28906,1.01,📈 Growing
France,Europe,Bath,Bamboo Toothbrush Holder Set,2024,Q4,82.7,1292024,21.04,62061,198.0,37606,1.233,📈 Growing
USA,North America,Garden,Terracotta Planter Large,2024,Q3,64.5,3307125,21.04,61870,195.0,37912,1.01,📈 Growing
Singapore,Asia Pacific,Lighting,Bamboo Table Lamp,2024,Q4,82.9,1109424,21.03,74567,172.0,43226,1.233,📈 Growing
Sweden,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q3,65.1,653100,21.03,46565,250.0,29569,1.01,📈 Growing
Netherlands,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,57.3,663974,21.03,41748,299.0,24621,1.018,📈 Growing
Sweden,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q2,55.4,549532,21.03,40217,294.0,24866,0.917,📈 Growing
UK,Europe,Garden,Terracotta Planter Set of 3,2024,Q3,64.7,1515874,21.03,57150,208.0,35469,1.01,📈 Growing
Spain,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q4,82.6,1013564,21.03,58690,207.0,35891,1.233,📈 Growing
UAE,Middle East,Kitchen,Copper Water Bottle 1L,2024,Q1,57.6,1523867,21.03,52192,228.0,32338,1.018,📈 Growing
Sweden,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q2,54.4,540396,21.03,38242,299.0,24453,0.917,📈 Growing
UAE,Middle East,Kitchen,Teak Wood Salad Bowl Large,2024,Q3,63.5,1698261,21.03,61060,205.0,36044,1.01,📈 Growing
Kuwait,Middle East,Storage,Woven Seagrass Floor Basket,2024,Q3,64.8,722188,21.02,58401,213.0,34625,1.01,📈 Growing
Malaysia,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.5,887798,21.02,48793,249.0,29636,1.018,📈 Growing
Netherlands,Europe,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,54.7,633406,21.02,36441,311.0,23482,0.917,📈 Growing
UK,Europe,Furniture,Cane Rattan Side Table,2024,Q2,55.5,1286597,21.02,50307,243.0,30100,0.917,📈 Growing
Saudi Arabia,Middle East,Kitchen,Ceramic Dinner Set 12pc,2024,Q1,57.1,1291254,21.02,51911,245.0,30191,1.018,📈 Growing
France,Europe,Textiles,Block Print Cotton Table Runner,2024,Q3,64.6,1007866,21.02,47648,252.0,29328,1.01,📈 Growing
Saudi Arabia,Middle East,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,54.3,1228758,21.01,49065,255.0,28723,0.917,📈 Growing
Australia,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q3,64.6,756152,21.01,52975,228.0,32365,1.01,📈 Growing
Sweden,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q2,55.7,552621,21.01,43280,292.0,25010,0.917,📈 Growing
New Zealand,Asia Pacific,Garden,Terracotta Planter Large,2024,Q4,83.1,626004,21.01,65130,186.0,40017,1.233,📈 Growing
Ireland,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q1,57.4,506397,21.01,47470,270.0,27301,1.018,📈 Growing
New Zealand,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q4,83.4,628385,21.01,68246,185.0,40177,1.233,📈 Growing
Canada,North America,Storage,Jute Cotton Laundry Basket,2024,Q1,58.0,991776,21.01,52213,241.0,30672,1.018,📈 Growing
UK,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q1,58.0,1342417,21.01,51922,235.0,31407,1.018,📈 Growing
Portugal,Europe,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.3,427287,21.01,35136,323.0,22662,0.917,📈 Growing
Spain,Europe,Textiles,Block Print Cotton Table Runner,2024,Q3,63.8,782956,21.01,44992,266.0,27711,1.01,📈 Growing
Germany,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.4,1075782,21.0,45409,270.0,27290,1.018,📈 Growing
Singapore,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q3,64.2,859042,21.0,53025,220.0,33462,1.01,📈 Growing
Ireland,Europe,Storage,Jute Cotton Laundry Basket,2024,Q3,64.4,574592,21.0,54363,238.0,30984,1.01,📈 Growing
Malaysia,Asia Pacific,Decor,Macrame Wall Hanging Small,2024,Q3,64.4,1006078,21.0,55695,219.0,33590,1.01,📈 Growing
UAE,Middle East,Textiles,Block Print Cotton Napkin Set of 6,2024,Q2,54.9,1454537,21.0,49191,237.0,30864,0.917,📈 Growing
France,Europe,Textiles,Block Print Cotton Napkin Set of 6,2024,Q1,58.1,896764,21.0,42416,282.0,26091,1.018,📈 Growing
Kuwait,Middle East,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.7,636863,21.0,50822,242.0,30523,1.018,📈 Growing
Italy,Europe,Decor,Macrame Wall Hanging Small,2024,Q4,82.4,1104873,21.0,59650,198.0,37521,1.233,📈 Growing
Saudi Arabia,Middle East,Decor,Macrame Wall Hanging Large,2024,Q4,82.9,1896781,20.99,76040,168.0,44369,1.233,📈 Growing
Australia,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,2024,Q4,82.1,962887,20.99,69279,180.0,41219,1.233,📈 Growing
Kuwait,Middle East,Decor,Jute Rope Mirror Frame Round,2024,Q4,82.9,924511,20.99,73812,167.0,44337,1.233,📈 Growing
Canada,North America,Decor,Hand Painted Wooden Tray,2024,Q1,58.1,993942,20.99,49462,240.0,30738,1.018,📈 Growing
Malaysia,Asia Pacific,Decor,Madhubani Art Canvas Print Large,2024,Q4,82.7,1292754,20.99,69115,172.0,43171,1.233,📈 Growing
Italy,Europe,Decor,Warli Art Wall Plate Set of 3,2024,Q4,82.2,1101008,20.99,63405,199.0,37388,1.233,📈 Growing
Sweden,Europe,Storage,Woven Seagrass Floor Basket,2024,Q1,58.1,576399,20.99,41349,283.0,26085,1.018,📈 Growing
Sweden,Europe,Decor,Hand Painted Wooden Tray,2024,Q3,63.7,639045,20.99,47718,255.0,28925,1.01,📈 Growing
Singapore,Asia Pacific,Decor,Jute Rope Mirror Frame Round,2024,Q2,54.8,725149,20.99,46809,259.0,28235,0.917,📈 Growing
Singapore,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q4,82.6,1106570,20.99,71122,172.0,43111,1.233,📈 Growing
Australia,Asia Pacific,Kitchen,Copper Water Bottle 1L,2024,Q4,82.2,963418,20.99,65474,180.0,41243,1.233,📈 Growing
USA,North America,Storage,Handwoven Jute Storage Basket Large,2024,Q3,63.7,3266758,20.99,59918,197.0,37454,1.01,📈 Growing
Portugal,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q3,64.2,500781,20.98,42345,278.0,26567,1.01,📈 Growing
Italy,Europe,Garden,Terracotta Planter Set of 3,2024,Q3,64.6,864234,20.98,49825,252.0,29340,1.01,📈 Growing
Spain,Europe,Garden,Terracotta Planter Set of 3,2024,Q3,64.3,789076,20.98,45422,264.0,27931,1.01,📈 Growing
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 1L,2024,Q1,57.4,427462,20.98,44965,270.0,27315,1.018,📈 Growing
UK,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q3,65.1,1524604,20.98,60105,207.0,35676,1.01,📈 Growing
Australia,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q3,64.1,750820,20.98,53494,230.0,32132,1.01,📈 Growing
Saudi Arabia,Middle East,Storage,Handwoven Jute Storage Basket Large,2024,Q3,64.3,1470254,20.98,55592,215.0,34378,1.01,📈 Growing
Sweden,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q1,58.4,579477,20.97,42870,282.0,26219,1.018,📈 Growing
Canada,North America,Bath,Bamboo Toothbrush Holder Set,2024,Q2,55.1,941312,20.97,48646,251.0,29106,0.917,📈 Growing
UAE,Middle East,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,55.6,1471703,20.97,51610,234.0,31232,0.917,📈 Growing
Ireland,Europe,Kitchen,Ceramic Dinner Set 12pc,2024,Q2,54.7,482903,20.97,43313,281.0,26034,0.917,📈 Growing
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,54.8,846823,20.97,45652,259.0,28263,0.917,📈 Growing
Italy,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.9,1108949,20.97,59981,198.0,37656,1.233,📈 Growing
Netherlands,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q1,57.8,669028,20.97,39168,298.0,24806,1.018,📈 Growing
Ireland,Europe,Lighting,Bamboo Table Lamp,2024,Q4,83.0,740728,20.97,65694,186.0,39952,1.233,📈 Growing
Singapore,Asia Pacific,Decor,Hand Painted Wooden Tray,2024,Q4,82.1,1100302,20.97,72716,174.0,42863,1.233,📈 Growing
New Zealand,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.7,487132,20.97,50421,237.0,31134,1.01,📈 Growing
Ireland,Europe,Textiles,Block Print Cotton Table Runner,2024,Q2,55.3,488173,20.96,43215,278.0,26314,0.917,📈 Growing
Singapore,Asia Pacific,Furniture,Cane Rattan Side Table,2024,Q3,63.5,849653,20.96,56018,224.0,33090,1.01,📈 Growing
UAE,Middle East,Rugs,Jute Braided Area Rug 4x6ft,2024,Q3,64.9,1738066,20.96,58676,200.0,36882,1.01,📈 Growing
Ireland,Europe,Decor,Macrame Wall Hanging Large,2024,Q1,57.7,509348,20.96,45206,268.0,27461,1.018,📈 Growing
UK,Europe,Lighting,Bamboo Table Lamp,2024,Q4,82.6,1934373,20.96,71864,164.0,45271,1.233,📈 Growing
UAE,Middle East,Garden,Terracotta Planter Set of 3,2024,Q1,57.2,1515289,20.96,54085,229.0,32154,1.018,📈 Growing
UK,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,55.1,1275160,20.96,48781,245.0,29824,0.917,📈 Growing
Ireland,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q3,64.4,574624,20.96,52829,238.0,30986,1.01,📈 Growing
Canada,North America,Kitchen,Teak Wood Salad Bowl Large,2024,Q1,57.4,980774,20.95,48618,244.0,30331,1.018,📈 Growing
Kuwait,Middle East,Storage,Woven Seagrass Floor Basket,2024,Q2,55.3,610258,20.95,51160,250.0,29250,0.917,📈 Growing
Malaysia,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,2024,Q4,82.8,1293969,20.95,75056,172.0,43214,1.233,📈 Growing
Ireland,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q2,55.0,485532,20.95,42196,279.0,26173,0.917,📈 Growing
Portugal,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q3,64.0,499180,20.95,42022,280.0,26483,1.01,📈 Growing
Canada,North America,Kitchen,Ceramic Mug Set of 4,2024,Q2,54.7,934999,20.95,50558,253.0,28911,0.917,📈 Growing
Portugal,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.2,501248,20.94,42560,278.0,26591,1.01,📈 Growing
Italy,Europe,Furniture,Cane Rattan Side Table,2024,Q4,82.7,1108323,20.94,59834,198.0,37640,1.233,📈 Growing
UAE,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q1,57.8,1530670,20.94,53925,227.0,32481,1.018,📈 Growing
Canada,North America,Decor,Macrame Wall Hanging Small,2024,Q4,82.4,1425637,20.94,75232,169.0,44107,1.233,📈 Growing
Italy,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q4,83.1,1112810,20.94,63909,197.0,37791,1.233,📈 Growing
Canada,North America,Decor,Hand Painted Wooden Bowl,2024,Q3,63.9,1103773,20.94,56935,216.0,34140,1.01,📈 Growing
Saudi Arabia,Middle East,Textiles,Block Print Cotton Table Runner,2024,Q2,55.1,1244833,20.93,45677,251.0,29107,0.917,📈 Growing
USA,North America,Kitchen,Copper Water Bottle 1L,2024,Q3,64.4,3303518,20.93,66383,195.0,37878,1.01,📈 Growing
USA,North America,Decor,Macrame Wall Hanging Small,2024,Q4,82.3,4230612,20.93,76847,153.0,48512,1.233,📈 Growing
Ireland,Europe,Lighting,Bamboo Table Lamp,2024,Q3,64.6,576379,20.93,49358,237.0,31083,1.01,📈 Growing
Ireland,Europe,Kitchen,Teak Wood Cheese Board,2024,Q1,57.4,506738,20.93,44830,270.0,27322,1.018,📈 Growing
Saudi Arabia,Middle East,Lighting,Rattan Pendant Lamp Shade,2024,Q4,82.4,1886366,20.93,71153,168.0,44128,1.233,📈 Growing
Ireland,Europe,Decor,Macrame Wall Hanging Small,2024,Q3,64.0,570661,20.93,49095,240.0,30775,1.01,📈 Growing
Singapore,Asia Pacific,Garden,Terracotta Planter Large,2024,Q1,57.3,757783,20.93,48914,250.0,29513,1.018,📈 Growing
Saudi Arabia,Middle East,Kitchen,Teak Wood Cheese Board,2024,Q4,82.6,1887742,20.93,71290,168.0,44153,1.233,📈 Growing
Netherlands,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q4,82.5,967108,20.92,58832,208.0,35874,1.233,📈 Growing
Spain,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q4,82.9,1018230,20.92,61130,206.0,36052,1.233,📈 Growing
Kuwait,Middle East,Garden,Terracotta Planter Large,2024,Q1,57.7,636554,20.92,52051,242.0,30517,1.018,📈 Growing
South Africa,Africa,Kitchen,Copper Water Bottle 1L,2024,Q3,64.6,575805,20.92,49223,263.0,28026,1.01,📈 Growing
Japan,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q2,54.6,602090,20.92,37016,338.0,21630,0.917,📈 Growing
South Africa,Africa,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,65.2,581954,20.92,47540,261.0,28323,1.01,📈 Growing
France,Europe,Garden,Terracotta Planter Large,2024,Q3,64.3,1004062,20.92,46256,253.0,29222,1.01,📈 Growing
Germany,Europe,Decor,Hand Painted Wooden Tray,2024,Q1,57.6,1080553,20.92,43378,270.0,27416,1.018,📈 Growing
Singapore,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q2,55.4,733213,20.91,48065,256.0,28552,0.917,📈 Growing
UK,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q3,63.5,1486076,20.91,56762,213.0,34772,1.01,📈 Growing
USA,North America,Garden,Terracotta Planter Set of 3,2024,Q2,54.9,2787887,20.91,52962,229.0,31954,0.917,📈 Growing
Saudi Arabia,Middle East,Rugs,Jute Braided Area Rug 2x3ft,2024,Q1,58.4,1320950,20.91,51790,239.0,30882,1.018,📈 Growing
South Africa,Africa,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,63.9,569823,20.91,47234,267.0,27733,1.01,📈 Growing
Ireland,Europe,Textiles,Hand Block Print Bedsheet Set,2024,Q2,55.0,485029,20.91,42573,279.0,26146,0.917,📈 Growing
USA,North America,Textiles,Hand Block Print Bedsheet Set,2024,Q3,63.8,3271905,20.91,61885,197.0,37513,1.01,📈 Growing
South Africa,Africa,Kitchen,Teak Wood Salad Bowl Large,2024,Q2,54.7,482801,20.9,40575,311.0,23493,0.917,📈 Growing
New Zealand,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q2,55.1,410576,20.9,43573,278.0,26235,0.917,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,2024,Q2,55.2,730754,20.9,47368,257.0,28454,0.917,📈 Growing
Australia,Asia Pacific,Textiles,Kantha Quilt Throw Blanket,2024,Q1,57.5,665864,20.9,45951,259.0,28494,1.018,📈 Growing
Kuwait,Middle East,Kitchen,Copper Water Bottle 1L,2024,Q4,82.8,923418,20.9,73099,168.0,44281,1.233,📈 Growing
USA,North America,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q3,64.0,3282606,20.9,61960,197.0,37630,1.01,📈 Growing
South Africa,Africa,Textiles,Kantha Quilt Throw Blanket,2024,Q4,82.5,736427,20.89,57681,207.0,35858,1.233,📈 Growing
Netherlands,Europe,Textiles,Block Print Cotton Table Runner,2024,Q3,64.4,753647,20.89,47287,264.0,27950,1.01,📈 Growing
Saudi Arabia,Middle East,Kitchen,Teak Wood Cheese Board,2024,Q2,55.0,1244758,20.89,48703,251.0,29099,0.917,📈 Growing
Japan,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q4,81.6,910349,20.89,51994,227.0,32731,1.233,📈 Growing
Singapore,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q1,57.5,761419,20.89,52553,249.0,29650,1.018,📈 Growing
France,Europe,Decor,Brass Tealight Holder Set of 4,2024,Q3,64.1,1000655,20.89,49469,253.0,29118,1.01,📈 Growing
Malaysia,Asia Pacific,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,63.7,995041,20.89,54262,222.0,33220,1.01,📈 Growing
USA,North America,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.6,2822156,20.88,53268,226.0,32347,0.917,📈 Growing
South Africa,Africa,Lighting,Bamboo Table Lamp,2024,Q3,64.4,574295,20.88,44852,264.0,27951,1.01,📈 Growing
Kuwait,Middle East,Storage,Jute Cotton Laundry Basket,2024,Q2,55.3,610310,20.88,49458,250.0,29252,0.917,📈 Growing
UK,Europe,Furniture,Cane Rattan Side Table,2024,Q1,57.8,1337624,20.88,51249,236.0,31294,1.018,📈 Growing
UK,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q4,82.5,1931232,20.88,76926,164.0,45202,1.233,📈 Growing
South Africa,Africa,Decor,Handmade Soy Candle Set of 3,2024,Q2,55.5,489884,20.88,39652,307.0,23841,0.917,📈 Growing
Spain,Europe,Textiles,Block Print Cotton Table Runner,2024,Q1,57.2,693559,20.88,39850,301.0,24544,1.018,📈 Growing
UAE,Middle East,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,57.3,1516261,20.87,53677,229.0,32178,1.018,📈 Growing
Kuwait,Middle East,Decor,Brass Tealight Holder Set of 4,2024,Q2,55.2,608549,20.87,47256,251.0,29167,0.917,📈 Growing
Italy,Europe,Kitchen,Ceramic Mug Set of 4,2024,Q4,82.2,1101261,20.87,58556,199.0,37405,1.233,📈 Growing
France,Europe,Decor,Hand Painted Wooden Tray,2024,Q1,57.6,889234,20.87,44071,285.0,25869,1.018,📈 Growing
Malaysia,Asia Pacific,Decor,Brass Tealight Holder Set of 4,2024,Q4,82.5,1290515,20.87,72944,173.0,43097,1.233,📈 Growing
Ireland,Europe,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.2,733522,20.87,65758,188.0,39564,1.233,📈 Growing
Japan,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,2024,Q4,83.2,927562,20.87,51415,224.0,33351,1.233,📈 Growing
France,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q3,63.8,996204,20.87,50871,255.0,28986,1.01,📈 Growing
New Zealand,Asia Pacific,Textiles,Hand Block Print Bedsheet Set,2024,Q4,82.3,620175,20.86,61821,188.0,39649,1.233,📈 Growing
South Africa,Africa,Storage,Jute Cotton Laundry Basket,2024,Q3,64.8,578477,20.86,45488,262.0,28159,1.01,📈 Growing
Singapore,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q4,83.1,1113026,20.86,65595,172.0,43363,1.233,📈 Growing
Netherlands,Europe,Lighting,Rattan Pendant Lamp Shade,2024,Q1,57.2,662851,20.86,41125,301.0,24576,1.018,📈 Growing
South Africa,Africa,Kitchen,Copper Water Bottle 750ml,2024,Q4,83.4,744436,20.86,62437,206.0,36251,1.233,📈 Growing
Germany,Europe,Decor,Madhubani Art Canvas Print Large,2024,Q1,57.8,1083902,20.86,46258,268.0,27501,1.018,📈 Growing
Japan,Asia Pacific,Textiles,Block Print Cotton Table Runner,2024,Q3,64.6,720789,20.85,44802,285.0,25902,1.01,📈 Growing
Ireland,Europe,Decor,Macrame Wall Hanging Large,2024,Q2,54.6,481833,20.85,42299,281.0,25974,0.917,📈 Growing
Ireland,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q1,58.2,513866,20.84,45953,267.0,27704,1.018,📈 Growing
Portugal,Europe,Lighting,Bamboo Table Lamp,2024,Q4,82.1,641472,20.84,55998,218.0,34050,1.233,📈 Growing
Sweden,Europe,Decor,Handmade Paper Photo Frame Set 3,2024,Q3,64.3,645041,20.84,50459,253.0,29200,1.01,📈 Growing
Australia,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,2024,Q1,57.9,670951,20.84,46484,258.0,28713,1.018,📈 Growing
Ireland,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q1,57.5,506993,20.84,43591,270.0,27333,1.018,📈 Growing
Singapore,Asia Pacific,Storage,Jute Cotton Laundry Basket,2024,Q2,55.2,731215,20.84,47931,257.0,28473,0.917,📈 Growing
New Zealand,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,2024,Q4,82.3,619955,20.83,62846,188.0,39635,1.233,📈 Growing
Netherlands,Europe,Storage,Handwoven Jute Storage Basket Small,2024,Q1,57.9,671104,20.83,41912,297.0,24880,1.018,📈 Growing
Netherlands,Europe,Decor,Jute Rope Mirror Frame Round,2024,Q1,56.9,659421,20.83,39524,302.0,24445,1.018,📈 Growing
Portugal,Europe,Rugs,Jute Braided Area Rug 4x6ft,2024,Q2,55.0,424790,20.83,36701,325.0,22536,0.917,📈 Growing
Netherlands,Europe,Textiles,Kantha Quilt Throw Blanket,2024,Q3,63.9,748301,20.83,44795,266.0,27748,1.01,📈 Growing
UK,Europe,Garden,Terracotta Planter Large,2024,Q3,63.6,1490606,20.82,58876,212.0,34877,1.01,📈 Growing
UK,Europe,Storage,Handwoven Jute Storage Basket Large,2024,Q1,56.9,1318759,20.82,51729,239.0,30854,1.018,📈 Growing
UAE,Middle East,Kitchen,Ceramic Dinner Set 12pc,2024,Q3,64.5,1727298,20.82,56775,201.0,36666,1.01,📈 Growing
Spain,Europe,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q4,82.6,1013111,20.82,59304,207.0,35875,1.233,📈 Growing
Japan,Asia Pacific,Textiles,Handloom Cotton Throw Pillow Set 2,2024,Q4,82.9,926044,20.82,55095,224.0,33290,1.233,📈 Growing
Germany,Europe,Decor,Macrame Plant Hanger Set of 3,2024,Q1,57.2,1073064,20.82,44110,272.0,27225,1.018,📈 Growing
UK,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q2,55.0,1275013,20.82,50657,245.0,29826,0.917,📈 Growing
Sweden,Europe,Rugs,Jute Braided Area Rug 2x3ft,2024,Q2,55.3,548872,20.82,39416,294.0,24838,0.917,📈 Growing
Italy,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q1,57.7,764329,20.82,38046,284.0,25948,1.018,📈 Growing
Saudi Arabia,Middle East,Kitchen,Teak Wood Salad Bowl Large,2024,Q4,83.3,1903416,20.82,70749,167.0,44522,1.233,📈 Growing
Singapore,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q2,54.7,724666,20.82,46905,259.0,28221,0.917,📈 Growing
Germany,Europe,Kitchen,Bamboo Serving Tray Large,2024,Q4,82.2,1560537,20.82,61490,188.0,39612,1.233,📈 Growing
UK,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q3,63.7,1491445,20.81,56221,211.0,34901,1.01,📈 Growing
Malaysia,Asia Pacific,Kitchen,Bamboo Serving Tray Large,2024,Q1,57.6,889129,20.81,49459,248.0,29680,1.018,📈 Growing
Italy,Europe,Textiles,Hand Embroidered Cushion Cover Set 2,2024,Q4,83.2,1113795,20.81,62271,197.0,37827,1.233,📈 Growing
UK,Europe,Storage,Woven Seagrass Floor Basket,2024,Q2,55.2,1277561,20.81,49657,245.0,29891,0.917,📈 Growing
Spain,Europe,Kitchen,Copper Water Bottle 750ml,2024,Q4,82.8,1016146,20.81,62577,207.0,35985,1.233,📈 Growing
Australia,Asia Pacific,Kitchen,Copper Water Bottle 750ml,2024,Q2,54.3,628608,20.81,45892,272.0,26899,0.917,📈 Growing
Sweden,Europe,Decor,Macrame Wall Hanging Large,2024,Q4,82.6,829386,20.81,61123,198.0,37557,1.233,📈 Growing
USA,North America,Textiles,Hand Block Print Bedsheet Set,2024,Q1,57.7,2929448,20.8,51668,219.0,33579,1.018,📈 Growing
Netherlands,Europe,Garden,Terracotta Planter Large,2024,Q1,58.2,673494,20.8,40787,295.0,24974,1.018,📈 Growing
Singapore,Asia Pacific,Kitchen,Ceramic Mug Set of 4,2024,Q3,64.7,865252,20.8,56538,219.0,33700,1.01,📈 Growing
Australia,Asia Pacific,Decor,Handmade Soy Candle Large,2024,Q2,55.8,645907,20.8,46716,264.0,27635,0.917,📈 Growing
UK,Europe,Kitchen,Bamboo Cutting Board Set of 3,2024,Q4,83.1,1944800,20.8,76325,164.0,45519,1.233,📈 Growing
Malaysia,Asia Pacific,Garden,Terracotta Planter Set of 3,2024,Q3,63.8,996518,20.8,54200,222.0,33266,1.01,📈 Growing
New Zealand,Asia Pacific,Rugs,Cotton Dhurrie Rug 3x5ft,2024,Q1,57.9,431335,20.8,46721,267.0,27562,1.018,📈 Growing
South Africa,Africa,Kitchen,Bamboo Cutting Board Set of 3,2024,Q3,64.2,572375,20.8,45057,265.0,27861,1.01,📈 Growing
Australia,Asia Pacific,Kitchen,Teak Wood Cheese Board,2024,Q4,82.4,964747,20.8,67233,180.0,41301,1.233,📈 Growing
Italy,Europe,Storage,Jute Cotton Laundry Basket,2024,Q2,55.0,728181,20.8,44371,296.0,24715,0.917,📈 Growing
